name,bus,site,technology,expand_capacity,c0_USD,c1_USDperMWh,c2_USDperMWh2,cap_existing_power_MW,cap_max_power_MW,cost_fixed_power_USDperkW,cost_variable_USDperMWh
cats_464,539,no_capacity_factor,natural gas fired combustion turbine,FALSE,136.821325,16.8488019,0.162064325,42.8,42.8,0,118.80658
cats_465,552,no_capacity_factor,natural gas fired combustion turbine,FALSE,241.314681,11.6879263,0.134825912,5.9,5.9,0,135.68428
cats_466,631,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,3.2,3.2,0,226.661005
cats_467,653,no_capacity_factor,natural gas fired combustion turbine,FALSE,299.732541,13.0832516,0.063515954,38.9,38.9,0,137.28322
cats_468,668,no_capacity_factor,natural gas fired combustion turbine,FALSE,282.72057,14.5813722,0.053763426,49.8,49.8,0,110.787205
cats_469,668,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,141,141,0,127.6073894
cats_470,686,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,6.1,6.1,0,161.37589
cats_471,698,no_capacity_factor,natural gas fired combustion turbine,FALSE,243.095114,16.3717119,0.109264827,8,8,0,159.86578
cats_472,7698,no_capacity_factor,natural gas fired combustion turbine,FALSE,318.861829,13.5372642,0.025931614,44.8,44.8,0,154.313905
cats_473,7698,no_capacity_factor,natural gas fired combustion turbine,FALSE,318.861829,13.5372642,0.025931614,44.8,44.8,0,154.313905
cats_474,7707,no_capacity_factor,natural gas fired combustion turbine,FALSE,281.807954,14.6257853,0.052471072,98,98,0,112.21342
cats_475,7773,no_capacity_factor,natural gas fired combustion turbine,FALSE,252.039838,11.9204156,0.11372107,213.8,213.8,0,105.013255
cats_476,7989,no_capacity_factor,natural gas fired combustion turbine,FALSE,428.748492,15.1584724,0.035004509,500,500,0,102.861595
cats_477,8003,no_capacity_factor,natural gas fired combustion turbine,FALSE,428.748492,15.1584724,0.035004509,395.4,395.4,0,105.27481
cats_478,8018,no_capacity_factor,natural gas fired combustion turbine,FALSE,299.16754,14.4193436,0.062009558,60.5,60.5,0,79.351255
cats_479,8032,no_capacity_factor,natural gas fired combustion turbine,FALSE,288.671124,13.9470129,0.062670627,47,47,0,114.57235
cats_480,8082,no_capacity_factor,natural gas fired combustion turbine,FALSE,282.690078,14.5864247,0.053752238,49.8,49.8,0,111.103045
cats_481,8199,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,4.8,4.8,0,163.15249
cats_482,8239,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,12.4,12.4,0,127.6073894
cats_483,8292,no_capacity_factor,natural gas fired combustion turbine,FALSE,141.922833,15.6387635,0.201878706,49.8,49.8,0,176.442445
cats_484,8300,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,46,46,0,96.939595
cats_485,8347,no_capacity_factor,natural gas fired combustion turbine,FALSE,301.435141,14.1545215,0.065960886,252,252,0,170.16019
cats_486,8461,no_capacity_factor,natural gas fired combustion turbine,FALSE,300.276944,14.2855789,0.063222106,60.5,60.5,0,115.357015
cats_487,8461,no_capacity_factor,natural gas fired combustion turbine,FALSE,282.862974,14.5339309,0.054704926,56.7,56.7,0,115.2139
cats_488,8461,no_capacity_factor,natural gas fired combustion turbine,FALSE,362.867376,11.7931008,0.055375259,139.8,139.8,0,157.93126
cats_489,8461,no_capacity_factor,natural gas fired combustion turbine,FALSE,372.365163,16.8059313,0.011923608,432,432,0,99.25411
cats_490,8495,no_capacity_factor,natural gas fired combustion turbine,FALSE,546.49488,48.2276671,0.897330169,24.9,24.9,0,127.6073894
cats_491,8569,no_capacity_factor,natural gas fired combustion turbine,FALSE,282.734891,14.5549427,0.054009403,49.8,49.8,0,118.327885
cats_492,8704,no_capacity_factor,natural gas fired combustion turbine,FALSE,300.146233,14.2909326,0.063204578,60.5,60.5,0,113.78275
cats_493,8752,no_capacity_factor,natural gas fired combustion turbine,FALSE,297.176706,14.4862688,0.060386711,58.9,58.9,0,114.53287
cats_494,8774,no_capacity_factor,natural gas fired combustion turbine,FALSE,278.09026,15.0260079,0.046209611,33.5,33.5,0,127.6073894
cats_495,8813,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,64.6,64.6,0,150.316555
cats_496,8838,no_capacity_factor,natural gas fired combustion turbine,FALSE,283.415806,14.5121503,0.05553775,54,54,0,127.6073894
cats_497,90,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,3.5,3.5,0,127.6073894
cats_498,927,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,77,77,0,136.00012
cats_499,957,no_capacity_factor,natural gas fired combustion turbine,FALSE,1427.41303,44.9151794,0.082991653,54,54,0,102.595105
cats_500,989,no_capacity_factor,natural gas fired combustion turbine,FALSE,315.964182,13.5022417,0.051140815,10.4,10.4,0,127.6073894
cats_501,1072,no_capacity_factor,natural gas internal combustion engine,FALSE,74.6992503,6.603145,0.018728377,3.8,3.8,0,119.67514
cats_502,1128,no_capacity_factor,natural gas internal combustion engine,FALSE,22.7651352,7.3428025,0.052644909,1.5,1.5,0,146.095485
cats_503,1236,no_capacity_factor,natural gas internal combustion engine,FALSE,74.6992503,6.603145,0.018728377,14,14,0,146.095485
cats_504,1333,no_capacity_factor,natural gas internal combustion engine,FALSE,22.7651352,7.3428025,0.052644909,2.8,2.8,0,146.095485
cats_505,1399,no_capacity_factor,natural gas internal combustion engine,FALSE,23.06084,6.603144,0.0606654,46.4,46.4,0,108.369055
cats_506,1458,no_capacity_factor,natural gas internal combustion engine,FALSE,74.6992503,6.603145,0.018728377,13.2,13.2,0,146.095485
cats_507,1801,no_capacity_factor,natural gas internal combustion engine,FALSE,74.6992503,6.603145,0.018728377,50.4,50.4,0,94.73365
cats_508,1810,no_capacity_factor,natural gas internal combustion engine,FALSE,173.53,58.907,0.25325,1.6,1.6,0,146.095485
cats_509,2036,no_capacity_factor,natural gas internal combustion engine,FALSE,22.7651352,7.3428025,0.052644909,4.5,4.5,0,146.095485
cats_510,2234,no_capacity_factor,natural gas internal combustion engine,FALSE,22.7651352,7.3428025,0.052644909,1.2,1.2,0,146.095485
cats_511,2323,no_capacity_factor,natural gas internal combustion engine,FALSE,22.7651352,7.3428025,0.052644909,1,1,0,146.095485
cats_512,2396,no_capacity_factor,natural gas internal combustion engine,FALSE,22.7651352,7.3428025,0.052644909,8.4,8.4,0,146.095485
cats_513,269,no_capacity_factor,natural gas internal combustion engine,FALSE,74.6992503,6.603145,0.018728377,6.6,6.6,0,146.095485
cats_514,335,no_capacity_factor,natural gas internal combustion engine,FALSE,74.6992503,6.603145,0.018728377,6,6,0,146.095485
cats_515,446,no_capacity_factor,natural gas internal combustion engine,FALSE,74.6992503,6.603145,0.018728377,2.5,2.5,0,118.633855
cats_516,613,no_capacity_factor,natural gas internal combustion engine,FALSE,74.6992503,6.603145,0.018728377,49.6,49.6,0,209.81785
cats_517,8790,no_capacity_factor,natural gas internal combustion engine,FALSE,22.7651352,7.3428025,0.052644909,2,2,0,146.095485
cats_518,1483,no_capacity_factor,natural gas steam turbine,FALSE,2076.3,19.79,0.0028305,1612,1612,0,109.5372059
cats_519,1693,no_capacity_factor,natural gas steam turbine,FALSE,164.808375,25.1702183,0.063206218,100,100,0,135.92824
cats_520,192,no_capacity_factor,natural gas steam turbine,FALSE,248.251086,24.5037276,0.030580892,8.9,8.9,0,109.5372059
cats_521,2401,no_capacity_factor,natural gas steam turbine,FALSE,632.873059,21.8534111,0.00927701,460,460,0,82.793095
cats_522,7747,no_capacity_factor,natural gas steam turbine,FALSE,469.549327,22.6772275,0.013315533,821.4,821.4,0,109.5372059
cats_523,7751,no_capacity_factor,natural gas steam turbine,FALSE,248.251086,24.5037276,0.030580892,81.6,81.6,0,98.328475
cats_524,7773,no_capacity_factor,natural gas steam turbine,FALSE,470.5849,22.6734243,0.013281799,326.4,326.4,0,100.243255
cats_525,8113,no_capacity_factor,natural gas steam turbine,FALSE,796.7,21.363,0.0069886,1115,1115,0,118.838335
cats_526,8343,no_capacity_factor,natural gas steam turbine,FALSE,600.51,21.909,0.0097412,218,218,0,112.136605
cats_527,1951,no_capacity_factor,nuclear,FALSE,0,7.02752861,0,2323,2323,0,4.844051633
cats_528,1053,wto1053,onshore wind turbine,FALSE,0,0,0,143,143,0,0
cats_529,1133,wto1133,onshore wind turbine,FALSE,0,0,0,2,2,0,0
cats_530,1329,wto1329,onshore wind turbine,FALSE,0,0,0,1,1,0,0
cats_531,1330,wto1330,onshore wind turbine,FALSE,0,0,0,1.5,1.5,0,0
cats_532,1330,wto1330,onshore wind turbine,FALSE,0,0,0,1.6,1.6,0,0
cats_533,1376,wto1376,onshore wind turbine,FALSE,0,0,0,1,1,0,0
cats_534,1402,wto1402,onshore wind turbine,FALSE,0,0,0,1,1,0,0
cats_535,1486,wto1486,onshore wind turbine,FALSE,0,0,0,1,1,0,0
cats_536,1542,wto1542,onshore wind turbine,FALSE,0,0,0,50,50,0,0
cats_537,1542,wto1542,onshore wind turbine,FALSE,0,0,0,1,1,0,0
cats_538,1607,wto1607,onshore wind turbine,FALSE,0,0,0,78.2,78.2,0,0
cats_539,1619,wto1619,onshore wind turbine,FALSE,0,0,0,57.5,57.5,0,0
cats_540,1625,wto1625,onshore wind turbine,FALSE,0,0,0,85.9,85.9,0,0
cats_541,1641,wto1641,onshore wind turbine,FALSE,0,0,0,17.4,17.4,0,0
cats_542,1680,wto1680,onshore wind turbine,FALSE,0,0,0,75,75,0,0
cats_543,1680,wto1680,onshore wind turbine,FALSE,0,0,0,28.7,28.7,0,0
cats_544,1680,wto1680,onshore wind turbine,FALSE,0,0,0,99,99,0,0
cats_545,1680,wto1680,onshore wind turbine,FALSE,0,0,0,128.7,128.7,0,0
cats_546,1680,wto1680,onshore wind turbine,FALSE,0,0,0,43.2,43.2,0,0
cats_547,1680,wto1680,onshore wind turbine,FALSE,0,0,0,21.6,21.6,0,0
cats_548,1681,wto1681,onshore wind turbine,FALSE,0,0,0,88.5,88.5,0,0
cats_549,1682,wto1682,onshore wind turbine,FALSE,0,0,0,60.3,60.3,0,0
cats_550,1682,wto1682,onshore wind turbine,FALSE,0,0,0,131.1,131.1,0,0
cats_551,1682,wto1682,onshore wind turbine,FALSE,0,0,0,14.4,14.4,0,0
cats_552,1683,wto1683,onshore wind turbine,FALSE,0,0,0,150,150,0,0
cats_553,1783,wto1783,onshore wind turbine,FALSE,0,0,0,228.2,228.2,0,0
cats_554,1783,wto1783,onshore wind turbine,FALSE,0,0,0,15.5,15.5,0,0
cats_555,1783,wto1783,onshore wind turbine,FALSE,0,0,0,78.2,78.2,0,0
cats_556,1838,wto1838,onshore wind turbine,FALSE,0,0,0,3.2,3.2,0,0
cats_557,1849,wto1849,onshore wind turbine,FALSE,0,0,0,38.9,38.9,0,0
cats_558,1851,wto1851,onshore wind turbine,FALSE,0,0,0,46.8,46.8,0,0
cats_559,1852,wto1852,onshore wind turbine,FALSE,0,0,0,31,31,0,0
cats_560,1852,wto1852,onshore wind turbine,FALSE,0,0,0,61.5,61.5,0,0
cats_561,1853,wto1853,onshore wind turbine,FALSE,0,0,0,22.4,22.4,0,0
cats_562,1854,wto1854,onshore wind turbine,FALSE,0,0,0,49.5,49.5,0,0
cats_563,1855,wto1855,onshore wind turbine,FALSE,0,0,0,11.7,11.7,0,0
cats_564,1855,wto1855,onshore wind turbine,FALSE,0,0,0,45,45,0,0
cats_565,1856,wto1856,onshore wind turbine,FALSE,0,0,0,6.5,6.5,0,0
cats_566,1856,wto1856,onshore wind turbine,FALSE,0,0,0,61.2,61.2,0,0
cats_567,1858,wto1858,onshore wind turbine,FALSE,0,0,0,6,6,0,0
cats_568,1860,wto1860,onshore wind turbine,FALSE,0,0,0,20,20,0,0
cats_569,1864,wto1864,onshore wind turbine,FALSE,0,0,0,41,41,0,0
cats_570,1864,wto1864,onshore wind turbine,FALSE,0,0,0,5.1,5.1,0,0
cats_571,1918,wto1918,onshore wind turbine,FALSE,0,0,0,18,18,0,0
cats_572,1927,wto1927,onshore wind turbine,FALSE,0,0,0,21.9,21.9,0,0
cats_573,1928,wto1928,onshore wind turbine,FALSE,0,0,0,64.5,64.5,0,0
cats_574,1929,wto1929,onshore wind turbine,FALSE,0,0,0,1.6,1.6,0,0
cats_575,1931,wto1931,onshore wind turbine,FALSE,0,0,0,21.3,21.3,0,0
cats_576,1931,wto1931,onshore wind turbine,FALSE,0,0,0,25.2,25.2,0,0
cats_577,1932,wto1932,onshore wind turbine,FALSE,0,0,0,7.5,7.5,0,0
cats_578,1932,wto1932,onshore wind turbine,FALSE,0,0,0,6.5,6.5,0,0
cats_579,1932,wto1932,onshore wind turbine,FALSE,0,0,0,120,120,0,0
cats_580,1933,wto1933,onshore wind turbine,FALSE,0,0,0,59.6,59.6,0,0
cats_581,1933,wto1933,onshore wind turbine,FALSE,0,0,0,29,29,0,0
cats_582,1933,wto1933,onshore wind turbine,FALSE,0,0,0,3,3,0,0
cats_583,1933,wto1933,onshore wind turbine,FALSE,0,0,0,46.8,46.8,0,0
cats_584,1993,wto1993,onshore wind turbine,FALSE,0,0,0,3,3,0,0
cats_585,200,wto200,onshore wind turbine,FALSE,0,0,0,265.4,265.4,0,0
cats_586,2203,wto2203,onshore wind turbine,FALSE,0,0,0,8.7,8.7,0,0
cats_587,2203,wto2203,onshore wind turbine,FALSE,0,0,0,26.1,26.1,0,0
cats_588,2203,wto2203,onshore wind turbine,FALSE,0,0,0,90,90,0,0
cats_589,2204,wto2204,onshore wind turbine,FALSE,0,0,0,150,150,0,0
cats_590,2208,wto2208,onshore wind turbine,FALSE,0,0,0,101.2,101.2,0,0
cats_591,2264,wto2264,onshore wind turbine,FALSE,0,0,0,102,102,0,0
cats_592,2264,wto2264,onshore wind turbine,FALSE,0,0,0,168,168,0,0
cats_593,2264,wto2264,onshore wind turbine,FALSE,0,0,0,102,102,0,0
cats_594,2305,wto2305,onshore wind turbine,FALSE,0,0,0,46,46,0,0
cats_595,2314,wto2314,onshore wind turbine,FALSE,0,0,0,189,189,0,0
cats_596,2314,wto2314,onshore wind turbine,FALSE,0,0,0,151.7,151.7,0,0
cats_597,2399,wto2399,onshore wind turbine,FALSE,0,0,0,60.2,60.2,0,0
cats_598,2399,wto2399,onshore wind turbine,FALSE,0,0,0,135,135,0,0
cats_599,2399,wto2399,onshore wind turbine,FALSE,0,0,0,162,162,0,0
cats_600,2406,wto2406,onshore wind turbine,FALSE,0,0,0,16.5,16.5,0,0
cats_601,2407,wto2407,onshore wind turbine,FALSE,0,0,0,49,49,0,0
cats_602,288,wto288,onshore wind turbine,FALSE,0,0,0,150,150,0,0
cats_603,288,wto288,onshore wind turbine,FALSE,0,0,0,150,150,0,0
cats_604,295,wto295,onshore wind turbine,FALSE,0,0,0,27.1,27.1,0,0
cats_605,295,wto295,onshore wind turbine,FALSE,0,0,0,79.2,79.2,0,0
cats_606,295,wto295,onshore wind turbine,FALSE,0,0,0,168,168,0,0
cats_607,295,wto295,onshore wind turbine,FALSE,0,0,0,132,132,0,0
cats_608,295,wto295,onshore wind turbine,FALSE,0,0,0,138,138,0,0
cats_609,295,wto295,onshore wind turbine,FALSE,0,0,0,19.8,19.8,0,0
cats_610,302,wto302,onshore wind turbine,FALSE,0,0,0,7.4,7.4,0,0
cats_611,303,wto303,onshore wind turbine,FALSE,0,0,0,150,150,0,0
cats_612,449,wto449,onshore wind turbine,FALSE,0,0,0,1.9,1.9,0,0
cats_613,634,wto634,onshore wind turbine,FALSE,0,0,0,1.8,1.8,0,0
cats_614,634,wto634,onshore wind turbine,FALSE,0,0,0,1.8,1.8,0,0
cats_615,638,wto638,onshore wind turbine,FALSE,0,0,0,1,1,0,0
cats_616,638,wto638,onshore wind turbine,FALSE,0,0,0,1.8,1.8,0,0
cats_617,7830,wto7830,onshore wind turbine,FALSE,0,0,0,1,1,0,0
cats_618,7938,wto7938,onshore wind turbine,FALSE,0,0,0,1.9,1.9,0,0
cats_619,796,wto796,onshore wind turbine,FALSE,0,0,0,3,3,0,0
cats_620,8403,wto8403,onshore wind turbine,FALSE,0,0,0,43.4,43.4,0,0
cats_621,8456,wto8456,onshore wind turbine,FALSE,0,0,0,2,2,0,0
cats_622,8507,wto8507,onshore wind turbine,FALSE,0,0,0,38,38,0,0
cats_623,8534,wto8534,onshore wind turbine,FALSE,0,0,0,150,150,0,0
cats_624,8534,wto8534,onshore wind turbine,FALSE,0,0,0,102.5,102.5,0,0
cats_625,8535,wto8535,onshore wind turbine,FALSE,0,0,0,162,162,0,0
cats_626,8535,wto8535,onshore wind turbine,FALSE,0,0,0,36.8,36.8,0,0
cats_627,8535,wto8535,onshore wind turbine,FALSE,0,0,0,102.5,102.5,0,0
cats_628,8593,wto8593,onshore wind turbine,FALSE,0,0,0,2.4,2.4,0,0
cats_629,8680,wto8680,onshore wind turbine,FALSE,0,0,0,34.5,34.5,0,0
cats_630,8680,wto8680,onshore wind turbine,FALSE,0,0,0,150,150,0,0
cats_631,8712,wto8712,onshore wind turbine,FALSE,0,0,0,1,1,0,0
cats_632,8712,wto8712,onshore wind turbine,FALSE,0,0,0,5.6,5.6,0,0
cats_633,1702,no_capacity_factor,other gases,FALSE,241.314681,11.6879263,0.134825912,83,83,0,0
cats_634,1703,no_capacity_factor,other gases,FALSE,297.332701,14.4848701,0.060402558,58.5,58.5,0,0
cats_635,8434,no_capacity_factor,other gases,FALSE,291.232287,14.0763425,0.0636566,54.9,54.9,0,0
cats_636,1060,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_637,1133,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2.6,2.6,0,146.095485
cats_638,1244,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_639,1244,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,4.5,4.5,0,146.095485
cats_640,1244,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_641,1244,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.2,1.2,0,146.095485
cats_642,1244,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2.4,2.4,0,146.095485
cats_643,1244,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,4,4,0,146.095485
cats_644,1250,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_645,1253,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_646,1253,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_647,1254,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,3.8,3.8,0,146.095485
cats_648,1254,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.2,1.2,0,146.095485
cats_649,1258,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_650,1262,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2,2,0,146.095485
cats_651,1330,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2,2,0,146.095485
cats_652,1330,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2.6,2.6,0,146.095485
cats_653,1421,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2.8,2.8,0,146.095485
cats_654,1512,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_655,1537,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_656,16,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.4,1.4,0,146.095485
cats_657,1603,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.4,1.4,0,146.095485
cats_658,1608,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_659,1696,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,4.5,4.5,0,146.095485
cats_660,17,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_661,1809,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_662,1810,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_663,1810,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_664,1811,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,4.8,4.8,0,146.095485
cats_665,1866,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2.2,2.2,0,146.095485
cats_666,1867,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.3,1.3,0,146.095485
cats_667,1878,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_668,1907,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_669,1945,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.6,1.6,0,146.095485
cats_670,1945,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2.1,2.1,0,146.095485
cats_671,2039,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,3.5,3.5,0,146.095485
cats_672,2039,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_673,2091,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.2,1.2,0,146.095485
cats_674,2113,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,4.5,4.5,0,146.095485
cats_675,2154,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2,2,0,146.095485
cats_676,2158,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_677,2215,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_678,2283,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_679,229,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_680,2300,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.3,1.3,0,146.095485
cats_681,2367,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,4,4,0,146.095485
cats_682,2367,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2.2,2.2,0,146.095485
cats_683,2370,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,5.2,5.2,0,146.095485
cats_684,2373,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_685,2373,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,5,5,0,146.095485
cats_686,2376,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_687,304,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.6,1.6,0,146.095485
cats_688,304,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.2,1.2,0,146.095485
cats_689,347,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_690,347,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_691,348,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,3.1,3.1,0,146.095485
cats_692,354,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_693,371,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_694,400,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_695,426,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_696,426,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_697,426,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_698,44,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.7,1.7,0,146.095485
cats_699,476,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_700,492,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2,2,0,146.095485
cats_701,535,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2.4,2.4,0,146.095485
cats_702,535,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_703,545,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2,2,0,146.095485
cats_704,551,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_705,633,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_706,633,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,3,3,0,146.095485
cats_707,633,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_708,686,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_709,7808,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_710,7897,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.5,1.5,0,146.095485
cats_711,8314,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_712,8572,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_713,8588,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.1,1.1,0,146.095485
cats_714,8589,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,2.5,2.5,0,146.095485
cats_715,8591,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_716,8659,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,4.8,4.8,0,146.095485
cats_717,8810,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1,1,0,146.095485
cats_718,9,no_capacity_factor,other natural gas,FALSE,248.251086,24.5037276,0.030580892,1.3,1.3,0,146.095485
cats_719,1056,no_capacity_factor,other waste biomass,FALSE,554.685123,22.409643,0.094703922,3.2,3.2,0,5.24664
cats_720,1223,no_capacity_factor,other waste biomass,FALSE,554.685123,22.409643,0.094703922,2.2,2.2,0,5.24664
cats_721,1348,no_capacity_factor,other waste biomass,FALSE,554.685123,22.409643,0.094703922,4.4,4.4,0,5.24664
cats_722,1522,no_capacity_factor,other waste biomass,FALSE,554.685123,22.409643,0.094703922,4.6,4.6,0,5.24664
