name,bus_type,base_voltage_kV,base_power_MVA
1966,PQ,115.0,100.0
1967,PQ,66.0,100.0
1968,PQ,115.0,100.0
1969,PV,66.0,100.0
1970,PV,66.0,100.0
1971,PQ,66.0,100.0
1972,PQ,66.0,100.0
1973,PV,66.0,100.0
1974,PQ,66.0,100.0
1975,PV,66.0,100.0
1976,PQ,66.0,100.0
1977,PQ,66.0,100.0
1978,PQ,66.0,100.0
1979,PQ,66.0,100.0
1980,PQ,66.0,100.0
1981,PQ,66.0,100.0
1982,PQ,66.0,100.0
1983,PQ,115.0,100.0
1984,PQ,115.0,100.0
1985,PV,115.0,100.0
1986,PQ,66.0,100.0
1987,PQ,230.0,100.0
1988,PQ,66.0,100.0
1989,PV,66.0,100.0
1990,PQ,115.0,100.0
1991,PQ,66.0,100.0
1992,PQ,66.0,100.0
1993,PV,66.0,100.0
1994,PQ,66.0,100.0
1995,PQ,66.0,100.0
1996,PQ,115.0,100.0
1997,PV,66.0,100.0
1998,PV,66.0,100.0
1999,PQ,66.0,100.0
2000,PV,66.0,100.0
2001,PQ,66.0,100.0
2002,PQ,66.0,100.0
2003,PQ,66.0,100.0
2004,PV,66.0,100.0
2005,PQ,66.0,100.0
2006,PQ,115.0,100.0
2007,PQ,66.0,100.0
2008,PQ,66.0,100.0
2009,PQ,115.0,100.0
2010,PQ,66.0,100.0
2011,PQ,66.0,100.0
2012,PQ,66.0,100.0
2013,PQ,66.0,100.0
2014,PQ,66.0,100.0
2015,PQ,66.0,100.0
2016,PQ,115.0,100.0
2017,PQ,115.0,100.0
2018,PQ,66.0,100.0
2019,PQ,66.0,100.0
2020,PV,66.0,100.0
2021,PQ,66.0,100.0
2022,PV,66.0,100.0
2023,PQ,66.0,100.0
2024,PQ,66.0,100.0
2025,PQ,115.0,100.0
2026,PQ,66.0,100.0
2027,PQ,66.0,100.0
2028,PQ,115.0,100.0
2029,PQ,115.0,100.0
2030,PV,66.0,100.0
2031,PQ,66.0,100.0
2032,PV,66.0,100.0
2033,PQ,66.0,100.0
2034,PQ,66.0,100.0
2035,PQ,66.0,100.0
2036,PV,66.0,100.0
2037,PQ,66.0,100.0
2038,PQ,66.0,100.0
2039,PV,66.0,100.0
2040,PQ,115.0,100.0
2041,PQ,66.0,100.0
2042,PQ,115.0,100.0
2043,PQ,115.0,100.0
2044,PV,115.0,100.0
2045,PQ,66.0,100.0
2046,PQ,66.0,100.0
2047,PQ,66.0,100.0
2048,PQ,66.0,100.0
2049,PQ,66.0,100.0
2050,PQ,66.0,100.0
2051,PQ,66.0,100.0
2052,PQ,66.0,100.0
2053,PQ,66.0,100.0
2054,PQ,66.0,100.0
2055,PQ,66.0,100.0
2056,PV,66.0,100.0
2057,PQ,66.0,100.0
2058,PQ,66.0,100.0
2059,PQ,66.0,100.0
2060,PQ,66.0,100.0
2061,PQ,66.0,100.0
2062,PQ,66.0,100.0
2063,PV,66.0,100.0
2064,PQ,66.0,100.0
2065,PV,66.0,100.0
2066,PQ,66.0,100.0
2067,PQ,66.0,100.0
2068,PV,66.0,100.0
2069,PQ,66.0,100.0
2070,PQ,66.0,100.0
2071,PQ,66.0,100.0
2072,PQ,66.0,100.0
2073,PQ,66.0,100.0
2074,PQ,66.0,100.0
2075,PQ,66.0,100.0
2076,PQ,66.0,100.0
2077,PQ,66.0,100.0
2078,PQ,66.0,100.0
2079,PQ,66.0,100.0
2080,PV,66.0,100.0
2081,PQ,66.0,100.0
2082,PQ,66.0,100.0
2083,PQ,66.0,100.0
2084,PV,66.0,100.0
2085,PQ,66.0,100.0
2086,PQ,66.0,100.0
2087,PQ,66.0,100.0
2088,PQ,66.0,100.0
2089,PQ,66.0,100.0
2090,PQ,66.0,100.0
2091,PV,66.0,100.0
2092,PQ,66.0,100.0
2093,PQ,66.0,100.0
2094,PQ,66.0,100.0
2095,PQ,66.0,100.0
2096,PQ,66.0,100.0
2097,PQ,66.0,100.0
2098,PQ,66.0,100.0
2099,PQ,66.0,100.0
2100,PQ,66.0,100.0
2101,PQ,66.0,100.0
2102,PQ,66.0,100.0
2103,PQ,66.0,100.0
2104,PQ,230.0,100.0
2105,PQ,66.0,100.0
2106,PQ,230.0,100.0
2107,PV,230.0,100.0
2108,PQ,66.0,100.0
2109,PQ,66.0,100.0
2110,PQ,66.0,100.0
2111,PQ,66.0,100.0
2112,PQ,66.0,100.0
2113,PQ,66.0,100.0
2114,PQ,230.0,100.0
2115,PQ,230.0,100.0
2116,PV,230.0,100.0
2117,PV,66.0,100.0
2118,PV,66.0,100.0
2119,PQ,66.0,100.0
2120,PQ,66.0,100.0
2121,PQ,230.0,100.0
2122,PQ,115.0,100.0
2123,PQ,66.0,100.0
2124,PQ,115.0,100.0
2125,PQ,66.0,100.0
2126,PV,66.0,100.0
2127,PQ,66.0,100.0
2128,PQ,66.0,100.0
2129,PQ,66.0,100.0
2130,PQ,66.0,100.0
2131,PQ,66.0,100.0
2132,PQ,66.0,100.0
2133,PQ,66.0,100.0
2134,PQ,66.0,100.0
2135,PQ,66.0,100.0
2136,PV,66.0,100.0
2137,PQ,66.0,100.0
2138,PQ,66.0,100.0
2139,PQ,66.0,100.0
2140,PQ,66.0,100.0
2141,PQ,66.0,100.0
2142,PQ,66.0,100.0
2143,PQ,66.0,100.0
2144,PQ,66.0,100.0
2145,PQ,66.0,100.0
2146,PQ,66.0,100.0
2147,PQ,66.0,100.0
2148,PQ,115.0,100.0
2149,PQ,115.0,100.0
2150,PQ,66.0,100.0
2151,PQ,115.0,100.0
2152,PQ,66.0,100.0
2153,PQ,66.0,100.0
2154,PV,115.0,100.0
2155,PQ,66.0,100.0
2156,PQ,66.0,100.0
2157,PQ,66.0,100.0
2158,PV,66.0,100.0
2159,PQ,66.0,100.0
2160,PQ,230.0,100.0
2161,PQ,66.0,100.0
2162,PQ,66.0,100.0
2163,PQ,66.0,100.0
2164,PQ,115.0,100.0
2165,PQ,115.0,100.0
2166,PQ,66.0,100.0
2167,PQ,66.0,100.0
2168,PQ,115.0,100.0
2169,PV,66.0,100.0
2170,PQ,66.0,100.0
2171,PQ,66.0,100.0
2172,PQ,66.0,100.0
2173,PQ,230.0,100.0
2174,PQ,66.0,100.0
2175,PQ,66.0,100.0
2176,PQ,66.0,100.0
2177,PQ,66.0,100.0
2178,PQ,66.0,100.0
2179,PQ,66.0,100.0
2180,PQ,66.0,100.0
2181,PQ,66.0,100.0
2182,PQ,66.0,100.0
2183,PQ,66.0,100.0
2184,PQ,115.0,100.0
2185,PQ,115.0,100.0
2186,PQ,115.0,100.0
2187,PQ,66.0,100.0
2188,PQ,66.0,100.0
2189,PQ,66.0,100.0
2190,PQ,66.0,100.0
2191,PQ,66.0,100.0
2192,PQ,66.0,100.0
2193,PQ,66.0,100.0
2194,PQ,66.0,100.0
2195,PQ,115.0,100.0
2196,PV,115.0,100.0
2197,PQ,115.0,100.0
2198,PQ,115.0,100.0
2199,PV,66.0,100.0
2200,PQ,66.0,100.0
2201,PQ,66.0,100.0
2202,PQ,66.0,100.0
2203,PV,66.0,100.0
2204,PV,66.0,100.0
2205,PQ,66.0,100.0
2206,PQ,66.0,100.0
2207,PQ,115.0,100.0
2208,PV,230.0,100.0
2209,PV,66.0,100.0
2210,PQ,66.0,100.0
2211,PQ,66.0,100.0
2212,PV,66.0,100.0
2213,PQ,66.0,100.0
2214,PQ,66.0,100.0
2215,PV,66.0,100.0
2216,PQ,66.0,100.0
2217,PV,66.0,100.0
2218,PQ,66.0,100.0
2219,PQ,66.0,100.0
2220,PV,230.0,100.0
2221,PV,66.0,100.0
2222,PQ,66.0,100.0
2223,PQ,66.0,100.0
2224,PQ,66.0,100.0
2225,PQ,66.0,100.0
2226,PQ,66.0,100.0
2227,PQ,66.0,100.0
2228,PQ,66.0,100.0
2229,PQ,66.0,100.0
2230,PQ,115.0,100.0
2231,PQ,115.0,100.0
2232,PQ,66.0,100.0
2233,PQ,66.0,100.0
2234,PV,66.0,100.0
2235,PV,230.0,100.0
2236,PQ,230.0,100.0
2237,PV,66.0,100.0
2238,PQ,66.0,100.0
2239,PQ,66.0,100.0
2240,PQ,66.0,100.0
2241,PQ,66.0,100.0
2242,PQ,66.0,100.0
2243,PQ,66.0,100.0
2244,PQ,66.0,100.0
2245,PV,230.0,100.0
2246,PV,66.0,100.0
2247,PV,66.0,100.0
2248,PV,115.0,100.0
2249,PQ,66.0,100.0
2250,PV,230.0,100.0
2251,PQ,115.0,100.0
2252,PV,66.0,100.0
2253,PV,66.0,100.0
2254,PV,115.0,100.0
2255,PQ,66.0,100.0
2256,PQ,230.0,100.0
2257,PQ,66.0,100.0
2258,PQ,66.0,100.0
2259,PQ,66.0,100.0
2260,PQ,66.0,100.0
2261,PV,230.0,100.0
2262,PQ,66.0,100.0
2263,PQ,66.0,100.0
2264,PV,500.0,100.0
2265,PQ,66.0,100.0
2266,PQ,66.0,100.0
2267,PV,66.0,100.0
2268,PV,66.0,100.0
2269,PQ,66.0,100.0
2270,PQ,66.0,100.0
2271,PQ,66.0,100.0
2272,PQ,66.0,100.0
2273,PQ,66.0,100.0
2274,PQ,66.0,100.0
2275,PV,66.0,100.0
2276,PV,66.0,100.0
2277,PV,66.0,100.0
2278,PQ,66.0,100.0
2279,PQ,66.0,100.0
2280,PV,66.0,100.0
2281,PQ,66.0,100.0
2282,PQ,66.0,100.0
2283,PV,66.0,100.0
2284,PQ,66.0,100.0
2285,PQ,115.0,100.0
2286,PV,66.0,100.0
2287,PV,66.0,100.0
2288,PQ,230.0,100.0
2289,PQ,115.0,100.0
2290,PQ,66.0,100.0
2291,PQ,66.0,100.0
2292,PQ,66.0,100.0
2293,PQ,66.0,100.0
2294,PQ,230.0,100.0
2295,PQ,66.0,100.0
2296,PQ,66.0,100.0
2297,PQ,66.0,100.0
2298,PQ,66.0,100.0
2299,PQ,66.0,100.0
2300,PV,115.0,100.0
2301,PQ,66.0,100.0
2302,PV,66.0,100.0
2303,PQ,66.0,100.0
2304,PV,66.0,100.0
2305,PV,66.0,100.0
2306,PV,115.0,100.0
2307,PQ,66.0,100.0
2308,PQ,66.0,100.0
2309,PQ,66.0,100.0
2310,PQ,66.0,100.0
2311,PQ,66.0,100.0
2312,PV,66.0,100.0
2313,PV,66.0,100.0
2314,PV,500.0,100.0
2315,PQ,66.0,100.0
2316,PQ,66.0,100.0
2317,PQ,115.0,100.0
2318,PQ,66.0,100.0
2319,PQ,66.0,100.0
2320,PQ,66.0,100.0
2321,PQ,66.0,100.0
2322,PQ,66.0,100.0
2323,PV,115.0,100.0
2324,PV,115.0,100.0
2325,PQ,115.0,100.0
2326,PQ,66.0,100.0
2327,PQ,115.0,100.0
2328,PQ,66.0,100.0
2329,PQ,66.0,100.0
2330,PQ,66.0,100.0
2331,PQ,66.0,100.0
2332,PV,115.0,100.0
2333,PQ,66.0,100.0
2334,PV,66.0,100.0
2335,PQ,66.0,100.0
2336,PQ,66.0,100.0
2337,PQ,66.0,100.0
2338,PV,66.0,100.0
2339,PV,66.0,100.0
2340,PQ,66.0,100.0
2341,PQ,66.0,100.0
2342,PQ,66.0,100.0
2343,PQ,66.0,100.0
2344,PQ,66.0,100.0
2345,PQ,66.0,100.0
2346,PQ,66.0,100.0
2347,PQ,66.0,100.0
2348,PQ,66.0,100.0
2349,PQ,66.0,100.0
2350,PQ,66.0,100.0
2351,PV,66.0,100.0
2352,PQ,66.0,100.0
2353,PV,66.0,100.0
2354,PQ,66.0,100.0
2355,PQ,115.0,100.0
2356,PV,66.0,100.0
2357,PQ,66.0,100.0
2358,PQ,66.0,100.0
2359,PQ,66.0,100.0
2360,PQ,66.0,100.0
2361,PV,115.0,100.0
2362,PQ,66.0,100.0
2363,PQ,66.0,100.0
2364,PQ,66.0,100.0
2365,PV,66.0,100.0
2366,PQ,66.0,100.0
2367,PV,66.0,100.0
2368,PQ,66.0,100.0
2369,PQ,66.0,100.0
2370,PV,66.0,100.0
2371,PQ,66.0,100.0
2372,PQ,66.0,100.0
2373,PV,66.0,100.0
2374,PQ,66.0,100.0
2375,PQ,66.0,100.0
2376,PV,66.0,100.0
2377,PQ,66.0,100.0
2378,PQ,66.0,100.0
2379,PQ,500.0,100.0
2380,PV,66.0,100.0
2381,PQ,66.0,100.0
2382,PQ,66.0,100.0
2383,PQ,66.0,100.0
2384,PV,66.0,100.0
2385,PQ,66.0,100.0
2386,PQ,66.0,100.0
2387,PQ,66.0,100.0
2388,PQ,66.0,100.0
2389,PQ,66.0,100.0
2390,PQ,66.0,100.0
2391,PQ,66.0,100.0
2392,PQ,66.0,100.0
2393,PQ,66.0,100.0
2394,PQ,66.0,100.0
2395,PQ,66.0,100.0
2396,PV,66.0,100.0
2397,PQ,66.0,100.0
2398,PQ,66.0,100.0
2399,PV,230.0,100.0
2400,PQ,230.0,100.0
2401,PV,66.0,100.0
2402,PV,115.0,100.0
2403,PQ,115.0,100.0
2404,PQ,66.0,100.0
2405,PV,230.0,100.0
2406,PV,115.0,100.0
2407,PV,115.0,100.0
2408,PQ,115.0,100.0
2409,PV,66.0,100.0
2410,PQ,115.0,100.0
2411,PQ,115.0,100.0
2412,PQ,115.0,100.0
2413,PQ,66.0,100.0
2414,PQ,66.0,100.0
2415,PQ,66.0,100.0
2416,PQ,66.0,100.0
2417,PQ,66.0,100.0
2418,PQ,66.0,100.0
2419,PQ,66.0,100.0
2420,PQ,66.0,100.0
2421,PQ,66.0,100.0
2422,PQ,66.0,100.0
2423,PQ,66.0,100.0
2424,PQ,66.0,100.0
2425,PQ,66.0,100.0
2426,PQ,66.0,100.0
2427,PQ,66.0,100.0
2428,PQ,66.0,100.0
2429,PQ,66.0,100.0
2430,PQ,66.0,100.0
2431,PQ,66.0,100.0
2432,PQ,66.0,100.0
2433,PQ,66.0,100.0
2434,PQ,66.0,100.0
2435,PQ,66.0,100.0
2436,PQ,66.0,100.0
2437,PQ,66.0,100.0
2438,PQ,66.0,100.0
2439,PQ,66.0,100.0
2440,PQ,66.0,100.0
2441,PQ,66.0,100.0
2442,PQ,66.0,100.0
2443,PQ,66.0,100.0
2444,PQ,66.0,100.0
2445,PQ,66.0,100.0
2446,PQ,66.0,100.0
2447,PQ,66.0,100.0
2448,PQ,66.0,100.0
2449,PQ,66.0,100.0
2450,PQ,66.0,100.0
2451,PQ,66.0,100.0
2452,PQ,66.0,100.0
2453,PQ,66.0,100.0
2454,PQ,66.0,100.0
2455,PQ,66.0,100.0
2456,PQ,66.0,100.0
2457,PQ,66.0,100.0
2458,PQ,66.0,100.0
2459,PQ,230.0,100.0
2460,PQ,66.0,100.0
2461,PQ,66.0,100.0
2462,PQ,66.0,100.0
2463,PQ,66.0,100.0
2464,PQ,66.0,100.0
2465,PQ,66.0,100.0
2466,PQ,66.0,100.0
2467,PQ,66.0,100.0
2468,PQ,66.0,100.0
2469,PQ,66.0,100.0
2470,PQ,66.0,100.0
2471,PQ,66.0,100.0
2472,PQ,66.0,100.0
2473,PQ,66.0,100.0
2474,PQ,66.0,100.0
2475,PQ,66.0,100.0
2476,PQ,66.0,100.0
2477,PQ,66.0,100.0
2478,PQ,115.0,100.0
2479,PQ,115.0,100.0
2480,PQ,115.0,100.0
2481,PQ,115.0,100.0
2482,PQ,115.0,100.0
2483,PQ,115.0,100.0
2484,PQ,115.0,100.0
2485,PQ,115.0,100.0
2486,PQ,115.0,100.0
2487,PQ,115.0,100.0
2488,PQ,115.0,100.0
2489,PQ,115.0,100.0
2490,PQ,115.0,100.0
2491,PQ,115.0,100.0
2492,PQ,115.0,100.0
2493,PQ,115.0,100.0
2494,PQ,115.0,100.0
2495,PQ,115.0,100.0
2496,PQ,115.0,100.0
2497,PQ,115.0,100.0
2498,PQ,115.0,100.0
2499,PQ,66.0,100.0
2500,PQ,115.0,100.0
2501,PQ,115.0,100.0
2502,PQ,115.0,100.0
2503,PQ,115.0,100.0
2504,PQ,115.0,100.0
2505,PQ,230.0,100.0
2506,PQ,115.0,100.0
2507,PQ,115.0,100.0
2508,PQ,115.0,100.0
2509,PQ,115.0,100.0
2510,PQ,115.0,100.0
2511,PQ,115.0,100.0
2512,PQ,115.0,100.0
2513,PQ,115.0,100.0
2514,PQ,115.0,100.0
2515,PQ,115.0,100.0
2516,PQ,115.0,100.0
2517,PQ,115.0,100.0
2518,PQ,115.0,100.0
2519,PQ,115.0,100.0
2520,PQ,115.0,100.0
2521,PQ,115.0,100.0
2522,PQ,115.0,100.0
2523,PQ,115.0,100.0
2524,PQ,115.0,100.0
2525,PQ,115.0,100.0
2526,PQ,115.0,100.0
2527,PQ,115.0,100.0
2528,PQ,115.0,100.0
2529,PQ,115.0,100.0
2530,PQ,115.0,100.0
2531,PQ,115.0,100.0
2532,PQ,115.0,100.0
2533,PQ,115.0,100.0
2534,PQ,115.0,100.0
2535,PQ,115.0,100.0
2536,PQ,115.0,100.0
2537,PQ,115.0,100.0
2538,PQ,115.0,100.0
2539,PQ,115.0,100.0
2540,PQ,66.0,100.0
2541,PQ,115.0,100.0
2542,PQ,115.0,100.0
2543,PQ,115.0,100.0
2544,PQ,115.0,100.0
2545,PQ,115.0,100.0
2546,PQ,115.0,100.0
2547,PQ,66.0,100.0
2548,PQ,66.0,100.0
2549,PQ,66.0,100.0
2550,PQ,66.0,100.0
2551,PQ,66.0,100.0
2552,PQ,66.0,100.0
2553,PQ,66.0,100.0
2554,PQ,66.0,100.0
2555,PQ,115.0,100.0
2556,PQ,115.0,100.0
2557,PQ,66.0,100.0
2558,PQ,66.0,100.0
2559,PQ,66.0,100.0
2560,PQ,115.0,100.0
2561,PQ,66.0,100.0
2562,PQ,66.0,100.0
2563,PQ,66.0,100.0
2564,PQ,66.0,100.0
2565,PQ,66.0,100.0
2566,PQ,66.0,100.0
2567,PQ,115.0,100.0
2568,PQ,66.0,100.0
2569,PQ,66.0,100.0
2570,PQ,66.0,100.0
2571,PQ,66.0,100.0
2572,PQ,66.0,100.0
2573,PQ,66.0,100.0
2574,PQ,66.0,100.0
2575,PQ,115.0,100.0
2576,PQ,115.0,100.0
2577,PQ,115.0,100.0
2578,PQ,115.0,100.0
2579,PQ,66.0,100.0
2580,PQ,66.0,100.0
2581,PQ,115.0,100.0
2582,PQ,66.0,100.0
2583,PQ,66.0,100.0
2584,PQ,66.0,100.0
2585,PQ,66.0,100.0
2586,PQ,66.0,100.0
2587,PQ,66.0,100.0
2588,PQ,115.0,100.0
2589,PQ,115.0,100.0
2590,PQ,115.0,100.0
2591,PQ,115.0,100.0
2592,PQ,115.0,100.0
2593,PQ,115.0,100.0
2594,PQ,115.0,100.0
2595,PQ,66.0,100.0
2596,PQ,115.0,100.0
2597,PQ,115.0,100.0
2598,PQ,115.0,100.0
2599,PQ,115.0,100.0
2600,PQ,115.0,100.0
2601,PQ,115.0,100.0
2602,PQ,115.0,100.0
2603,PQ,115.0,100.0
2604,PQ,115.0,100.0
2605,PQ,115.0,100.0
2606,PQ,115.0,100.0
2607,PQ,66.0,100.0
2608,PQ,66.0,100.0
2609,PQ,66.0,100.0
2610,PQ,66.0,100.0
2611,PQ,115.0,100.0
2612,PQ,115.0,100.0
2613,PQ,115.0,100.0
2614,PQ,66.0,100.0
2615,PQ,66.0,100.0
2616,PQ,115.0,100.0
2617,PQ,66.0,100.0
2618,PQ,115.0,100.0
2619,PQ,115.0,100.0
2620,PQ,115.0,100.0
2621,PQ,66.0,100.0
2622,PQ,230.0,100.0
2623,PQ,230.0,100.0
2624,PQ,230.0,100.0
2625,PQ,115.0,100.0
2626,PQ,500.0,100.0
2627,PQ,230.0,100.0
2628,PQ,230.0,100.0
2629,PQ,230.0,100.0
2630,PQ,230.0,100.0
2631,PQ,230.0,100.0
2632,PQ,230.0,100.0
2633,PQ,230.0,100.0
2634,PQ,230.0,100.0
2635,PQ,230.0,100.0
2636,PQ,230.0,100.0
2637,PQ,230.0,100.0
2638,PQ,230.0,100.0
2639,PQ,230.0,100.0
2640,PQ,230.0,100.0
2641,PQ,230.0,100.0
2642,PQ,230.0,100.0
2643,PQ,230.0,100.0
2644,PQ,230.0,100.0
2645,PQ,230.0,100.0
2646,PQ,230.0,100.0
2647,PQ,230.0,100.0
2648,PQ,230.0,100.0
2649,PQ,230.0,100.0
2650,PQ,115.0,100.0
2651,PQ,115.0,100.0
2652,PQ,230.0,100.0
2653,PQ,230.0,100.0
2654,PQ,230.0,100.0
2655,PQ,230.0,100.0
2656,PQ,230.0,100.0
2657,PQ,230.0,100.0
2658,PQ,230.0,100.0
2659,PQ,230.0,100.0
2660,PQ,230.0,100.0
2661,PQ,230.0,100.0
2662,PQ,230.0,100.0
2663,PQ,230.0,100.0
2664,PQ,115.0,100.0
2665,PQ,115.0,100.0
2666,PQ,115.0,100.0
2667,PQ,500.0,100.0
2668,PQ,230.0,100.0
2669,PQ,230.0,100.0
2670,PQ,66.0,100.0
2671,PQ,66.0,100.0
2672,PQ,66.0,100.0
2673,PQ,66.0,100.0
2674,PQ,66.0,100.0
2675,PQ,66.0,100.0
2676,PQ,66.0,100.0
2677,PQ,66.0,100.0
2678,PQ,66.0,100.0
2679,PQ,66.0,100.0
2680,PQ,115.0,100.0
2681,PQ,66.0,100.0
2682,PQ,66.0,100.0
2683,PQ,66.0,100.0
2684,PQ,66.0,100.0
2685,PQ,66.0,100.0
2686,PQ,66.0,100.0
2687,PQ,66.0,100.0
2688,PQ,66.0,100.0
2689,PQ,66.0,100.0
2690,PQ,66.0,100.0
2691,PQ,66.0,100.0
2692,PQ,66.0,100.0
2693,PQ,66.0,100.0
2694,PQ,66.0,100.0
2695,PQ,66.0,100.0
2696,PQ,66.0,100.0
2697,PQ,66.0,100.0
2698,PQ,66.0,100.0
2699,PQ,66.0,100.0
2700,PQ,66.0,100.0
2701,PQ,66.0,100.0
2702,PQ,66.0,100.0
2703,PQ,66.0,100.0
2704,PQ,66.0,100.0
2705,PQ,66.0,100.0
2706,PQ,66.0,100.0
2707,PQ,66.0,100.0
2708,PQ,66.0,100.0
2709,PQ,66.0,100.0
2710,PQ,66.0,100.0
2711,PQ,66.0,100.0
2712,PQ,66.0,100.0
2713,PQ,66.0,100.0
2714,PQ,66.0,100.0
2715,PQ,66.0,100.0
2716,PQ,66.0,100.0
2717,PQ,66.0,100.0
2718,PQ,66.0,100.0
2719,PQ,66.0,100.0
2720,PQ,66.0,100.0
2721,PQ,66.0,100.0
2722,PQ,66.0,100.0
2723,PQ,66.0,100.0
2724,PQ,66.0,100.0
2725,PQ,66.0,100.0
2726,PQ,66.0,100.0
2727,PQ,66.0,100.0
2728,PQ,115.0,100.0
2729,PQ,66.0,100.0
2730,PQ,66.0,100.0
2731,PQ,115.0,100.0
2732,PQ,115.0,100.0
2733,PV,230.0,100.0
2734,PV,66.0,100.0
2735,PQ,66.0,100.0
2736,PQ,115.0,100.0
2737,PQ,115.0,100.0
2738,PQ,115.0,100.0
2739,PQ,66.0,100.0
2740,PV,66.0,100.0
2741,PQ,66.0,100.0
2742,PQ,66.0,100.0
2743,PQ,66.0,100.0
2744,PQ,66.0,100.0
2745,PQ,66.0,100.0
2746,PQ,66.0,100.0
2747,PQ,66.0,100.0
2748,PQ,66.0,100.0
2749,PQ,66.0,100.0
2750,PQ,115.0,100.0
2751,PQ,66.0,100.0
2752,PQ,66.0,100.0
2753,PQ,66.0,100.0
2754,PQ,66.0,100.0
2755,PQ,66.0,100.0
2756,PV,115.0,100.0
2757,PQ,115.0,100.0
2758,PV,230.0,100.0
2759,PQ,230.0,100.0
2760,PV,115.0,100.0
2761,PQ,66.0,100.0
2762,PQ,115.0,100.0
2763,PQ,66.0,100.0
2764,PQ,66.0,100.0
2765,PQ,115.0,100.0
2766,PQ,66.0,100.0
2767,PQ,115.0,100.0
2768,PQ,66.0,100.0
2769,PQ,66.0,100.0
2770,PQ,66.0,100.0
2771,PQ,66.0,100.0
2772,PQ,66.0,100.0
2773,PQ,66.0,100.0
2774,PQ,66.0,100.0
2775,PQ,66.0,100.0
2776,PV,66.0,100.0
2777,PQ,66.0,100.0
2778,PQ,66.0,100.0
2779,PQ,66.0,100.0
2780,PQ,115.0,100.0
2781,PQ,66.0,100.0
2782,PQ,66.0,100.0
2783,PQ,66.0,100.0
2784,PQ,66.0,100.0
2785,PQ,66.0,100.0
2786,PQ,66.0,100.0
2787,PQ,115.0,100.0
2788,PQ,66.0,100.0
2789,PQ,66.0,100.0
2790,PQ,66.0,100.0
2791,PQ,115.0,100.0
2792,PQ,66.0,100.0
2793,PQ,66.0,100.0
2794,PQ,66.0,100.0
2795,PQ,66.0,100.0
2796,PQ,66.0,100.0
2797,PQ,66.0,100.0
2798,PQ,66.0,100.0
2799,PQ,66.0,100.0
2800,PQ,66.0,100.0
2801,PQ,66.0,100.0
2802,PQ,66.0,100.0
2803,PQ,66.0,100.0
2804,PQ,66.0,100.0
2805,PQ,230.0,100.0
2806,PQ,230.0,100.0
2807,PQ,115.0,100.0
2808,PQ,115.0,100.0
2809,PQ,115.0,100.0
2810,PQ,230.0,100.0
2811,PQ,230.0,100.0
2812,PQ,115.0,100.0
2813,PQ,115.0,100.0
2814,PQ,115.0,100.0
2815,PQ,115.0,100.0
2816,PQ,230.0,100.0
2817,PQ,115.0,100.0
2818,PQ,115.0,100.0
2819,PQ,115.0,100.0
2820,PQ,115.0,100.0
2821,PQ,115.0,100.0
2822,PQ,230.0,100.0
2823,PQ,230.0,100.0
2824,PQ,230.0,100.0
2825,PQ,115.0,100.0
2826,PQ,230.0,100.0
2827,PQ,230.0,100.0
2828,PQ,230.0,100.0
2829,PQ,115.0,100.0
2830,PQ,115.0,100.0
2831,PQ,115.0,100.0
2832,PQ,115.0,100.0
2833,PQ,115.0,100.0
2834,PQ,230.0,100.0
2835,PQ,230.0,100.0
2836,PQ,500.0,100.0
2837,PQ,230.0,100.0
2838,PQ,230.0,100.0
2839,PQ,230.0,100.0
2840,PQ,230.0,100.0
2841,PQ,230.0,100.0
2842,PQ,115.0,100.0
2843,PQ,115.0,100.0
2844,PQ,115.0,100.0
2845,PQ,115.0,100.0
2846,PQ,115.0,100.0
2847,PQ,115.0,100.0
2848,PQ,115.0,100.0
2849,PQ,230.0,100.0
2850,PQ,115.0,100.0
2851,PQ,115.0,100.0
2852,PQ,115.0,100.0
2853,PQ,115.0,100.0
2854,PQ,115.0,100.0
2855,PQ,115.0,100.0
2856,PQ,500.0,100.0
2857,PQ,500.0,100.0
2858,PQ,230.0,100.0
2859,PQ,230.0,100.0
2860,PQ,230.0,100.0
2861,PQ,230.0,100.0
2862,PQ,115.0,100.0
2863,PQ,115.0,100.0
2864,PQ,115.0,100.0
2865,PQ,115.0,100.0
2866,PQ,115.0,100.0
2867,PQ,115.0,100.0
2868,PQ,115.0,100.0
2869,PQ,115.0,100.0
2870,PQ,115.0,100.0
2871,PQ,115.0,100.0
2872,PQ,115.0,100.0
2873,PQ,230.0,100.0
2874,PQ,115.0,100.0
2875,PQ,115.0,100.0
2876,PQ,115.0,100.0
2877,PQ,115.0,100.0
2878,PQ,115.0,100.0
2879,PQ,230.0,100.0
2880,PQ,115.0,100.0
2881,PQ,115.0,100.0
2882,PQ,115.0,100.0
2883,PQ,115.0,100.0
2884,PQ,115.0,100.0
2885,PQ,115.0,100.0
2886,PQ,115.0,100.0
2887,PQ,115.0,100.0
2888,PQ,115.0,100.0
2889,PQ,115.0,100.0
2890,PQ,115.0,100.0
2891,PQ,115.0,100.0
2892,PQ,115.0,100.0
2893,PQ,115.0,100.0
2894,PQ,115.0,100.0
2895,PQ,66.0,100.0
2896,PQ,66.0,100.0
2897,PQ,230.0,100.0
2898,PQ,230.0,100.0
2899,PQ,230.0,100.0
2900,PQ,230.0,100.0
2901,PQ,230.0,100.0
2902,PQ,230.0,100.0
2903,PQ,230.0,100.0
